"Date" "S.P.500.COMPOSITE...PRICE.INDEX" "X3M" "ABBOTT.LABORATORIES" "ALCOA" "ALTRIA.GROUP" "AMER.ELEC.PWR." "AMERICAN.EXPRESS" "APPLE" "AVON.PRODUCTS" "BANK.OF.AMERICA" "BAXTER.INTL." "BOEING" "BRISTOL.MYERS.SQUIBB" "CVS.CAREMARK" "CAMPBELL.SOUP" "CATERPILLAR" "CHEVRON" "COCA.COLA" "COLGATE.PALM." "COMCAST..A." "CONOCOPHILLIPS" "DOW.CHEMICAL" "E.I.DU.PONT.DE.NEMOURS" "ENTERGY" "EXELON" "EXXON.MOBIL" "FEDEX" "FORD.MOTOR" "GENERAL.DYNAMICS" "GENERAL.ELECTRIC" "HALLIBURTON" "HJ.HEINZ" "HEWLETT.PACKARD" "INTEL" "INTERNATIONAL.BUS.MCHS." "JP.MORGAN.CHASE...CO." "JOHNSON...JOHNSON" "LOWE.S.COMPANIES" "MCDONALDS" "MEDTRONIC" "MERCK...CO." "NIKE..B." "OCCIDENTAL.PTL." "PEPSICO" "PFIZER" "PROCTER...GAMBLE" "RAYTHEON..B." "SARA.LEE" "SCHLUMBERGER" "SOUTHERN" "SPRINT.NEXTEL" "TARGET" "TEXAS.INSTS." "BANK.OF.NEW.YORK.MELLON" "UNITED.TECHNOLOGIES" "WAL.MART.STORES" "WALGREEN" "WALT.DISNEY" "WELLS.FARGO...CO" "WEYERHAEUSER" "WILLIAMS.COS." "XEROX"
"522" "1996/12/31" 6.607649687 3.725693427 3.166828562 2.768674823 2.165424265 3.716616209 2.802493338 1.65226749 2.658950989 3.196118838 2.974728225 3.974997805 3.254702323 2.336377639 3.647463533 2.934521543 3.481240089 3.963191292 3.138207922 1.71011548 3.096708191 3.26289271 3.851476506 3.31872116 2.535678975 3.198673118 3.102342009 2.462788845 2.872858175 2.801995814 2.712208211 3.472233498 2.978779382 2.795279332 3.634291264 3.394229831 3.213863283 1.493600483 3.121814112 2.833213344 3.629150681 3.401197382 2.458519895 3.29223037 2.627078729 3.284682292 3.873801793 2.763888485 3.102377963 2.619313701 2.774318475 2.283657083 2.075533917 2.884096554 2.807141104 2.431417965 2.308815643 3.132821081 2.386466577 3.858094663 2.846860967 3.270044111
"523" "1997/1/1" 6.607649687 3.725693427 3.166828562 2.768674823 2.165424265 3.716616209 2.802493338 1.65226749 2.658950989 3.196118838 2.974728225 3.974997805 3.254702323 2.336377639 3.647463533 2.934521543 3.481240089 3.963191292 3.138207922 1.71011548 3.096708191 3.26289271 3.851476506 3.31872116 2.535678975 3.198673118 3.102342009 2.462788845 2.872858175 2.801995814 2.712208211 3.472233498 2.978779382 2.795279332 3.634291264 3.394229831 3.213863283 1.493600483 3.121814112 2.833213344 3.629150681 3.401197382 2.458519895 3.29223037 2.627078729 3.284682292 3.873801793 2.763888485 3.102377963 2.619313701 2.774318475 2.283657083 2.075533917 2.884096554 2.807141104 2.431417965 2.308815643 3.132821081 2.386466577 3.858094663 2.846860967 3.270044111
"524" "1997/1/2" 6.602601461 3.764102875 3.159414526 2.79001721 2.152064483 3.716616209 2.76874384 1.658228077 2.652361295 3.192277197 2.965541071 3.950041073 3.237352083 2.286831657 3.642777922 2.90416508 3.494611826 3.948836979 3.124565145 1.68861871 3.088197501 3.267665989 3.865979067 3.314186005 2.525728644 3.202494379 3.0824832 2.451091301 2.853229328 2.78927375 2.708050201 3.468731412 2.981268171 2.790974906 3.645776214 3.378723389 3.213863283 1.47590652 3.116289236 2.823982637 3.632285293 3.394927769 2.458519895 3.300743328 2.613431782 3.275346891 3.871201011 2.757157775 3.103626576 2.602600793 2.768028339 2.257849199 2.07356179 2.86917082 2.797659312 2.442347035 2.293160824 3.09817604 2.380702872 3.852803646 2.816402238 3.26289271
"525" "1997/1/3" 6.617443084 3.746558566 3.181502045 2.833213344 2.165424265 3.710518629 2.766457464 1.693319396 2.661133281 3.205032446 3.010660294 3.973823406 3.258138845 2.311911467 3.658306838 2.927854851 3.49839971 3.972647627 3.123192776 1.703001113 3.110733666 3.284974379 3.893094996 3.31872116 2.530716186 3.205032446 3.102342009 2.470511874 2.856826465 2.804523341 2.712208211 3.469606527 3.010606108 2.850527295 3.683394439 3.38156254 3.223863366 1.479465892 3.113515309 2.851428784 3.666135255 3.409496184 2.469158293 3.309180772 2.634583049 3.291628021 3.907010464 2.763888485 3.108614431 2.602600793 2.777451878 2.247991622 2.125251078 2.895149217 2.822122657 2.425908309 2.305700236 3.125628316 2.400727622 3.852803646 2.833436848 3.279500447
"526" "1997/1/6" 6.616934954 3.748032405 3.169290545 2.831376364 2.167635552 3.704383641 2.777856075 1.497119916 2.661133281 3.206297043 3.007715191 3.972647627 3.256992082 2.315007613 3.652124698 2.932861694 3.509678025 3.963191292 3.13685416 1.68497201 3.091042453 3.300455812 3.90197267 3.32773023 2.530716186 3.218875825 3.0824832 2.489562461 2.860410708 2.803257345 2.758819358 3.461687092 3.050755354 2.854134146 3.696661595 3.371596912 3.231298345 1.413277032 3.110733666 2.835052828 3.669156224 3.413619902 2.463853241 3.29223037 2.63008866 3.298522146 3.912023005 2.777221723 3.158352698 2.613768825 2.758521491 2.214431245 2.134533238 2.876661534 2.818398258 2.40356101 2.302585093 3.122008033 2.389331435 3.865979067 2.846860967 3.286534473
"527" "1997/1/7" 6.624370626 3.736180415 3.191163357 2.825833237 2.166536249 3.713572067 2.822211873 1.47590652 2.667665611 3.207564088 3.031041501 3.971470464 3.253555474 2.342401782 3.66751025 2.936183947 3.522677279 3.995904489 3.127308631 1.703001113 3.099529067 3.303522074 3.912023005 3.32773023 2.545531272 3.221372705 3.079613758 2.500821009 2.862200881 2.823258072 2.788092909 3.468731412 3.059973876 2.886023429 3.709752587 3.364419283 3.233764437 1.413277032 3.096708191 2.849624992 3.670664566 3.399111875 2.479684706 3.300743328 2.644989698 3.316684699 3.904494739 2.777221723 3.179432047 2.630297647 2.748923394 2.254570628 2.147392204 2.884096554 2.810907587 2.479684706 2.299450184 3.120195171 2.400727622 3.878983151 2.866659498 3.298149006
"528" "1997/1/8" 6.617950956 3.73468899 3.176631987 2.823982637 2.163208077 3.713572067 2.813496713 1.483035335 2.671994607 3.231298345 3.02235473 3.962002938 3.260420758 2.324219375 3.659847063 2.932861694 3.507807117 3.977342472 3.131411982 1.71011548 3.093879335 3.301991959 3.930599391 3.341093458 2.545531272 3.213863283 3.059293755 2.522956806 2.853229328 2.809553286 2.790011068 3.486123531 3.03441919 2.878147343 3.688096648 3.374452915 3.241126434 1.401798548 3.093879335 2.85862306 3.658541373 3.392829132 2.47443535 3.304972784 2.644989698 3.298522146 3.886705197 2.760528793 3.17711172 2.619313701 2.748923394 2.207581866 2.140066163 2.88038876 2.810907587 2.469158293 2.283657083 3.105572739 2.40637738 3.886705197 2.876419318 3.31872116
"529" "1997/1/9" 6.626519054 3.733195338 3.186344369 2.85683221 2.168733649 3.719651113 2.815684131 1.490091155 2.674148649 3.237454174 3.033918798 3.96081317 3.272882834 2.308815643 3.662917849 2.946084992 3.53186008 3.986666548 3.135494216 1.717179591 3.135494216 3.305053521 3.956039891 3.33220451 2.555287447 3.247222242 3.088197501 2.508256898 2.842359624 2.824499014 2.831370471 3.489565338 3.032064203 2.883403089 3.700528836 3.382975704 3.248434627 1.428371568 3.091042453 2.865765947 3.666135255 3.411560169 2.510615006 3.29223037 2.636074313 3.304234837 3.860729711 2.767236927 3.203473821 2.619313701 2.758521491 2.231357584 2.115881951 2.88038876 2.833213344 2.479684706 2.293160824 3.100029224 2.40637738 3.884137802 2.895652236 3.32773023
"530" "1997/1/10" 6.632660322 3.73468899 3.205482534 2.879900458 2.165424265 3.725693427 2.8178608 1.517870719 2.676304944 3.250858871 3.031041501 3.962002938 3.305020493 2.321161479 3.669036376 2.970414466 3.548179572 3.991296186 3.131411982 1.69223375 3.14361334 3.317210517 3.970291914 3.31872116 2.555287447 3.274783457 3.085344432 2.500821009 2.853229328 2.826964449 2.849619205 3.506601896 3.050755354 2.893837966 3.70745584 3.375879574 3.241126434 1.507538068 3.085344432 2.869318349 3.673671903 3.417726684 2.520716102 3.287950293 2.656756907 3.29966656 3.855452654 2.777221723 3.23355949 2.619313701 2.761698387 2.241369046 2.134533238 2.865407164 2.856826465 2.48490665 2.283657083 3.105572739 2.395045762 3.904494739 2.926901889 3.32773023
"531" "1997/1/13" 6.632673489 3.730201324 3.198346534 2.872858175 2.180790271 3.731699451 2.8113045 1.511008874 2.665490587 3.247222242 3.033918798 3.977342472 3.316945829 2.305700236 3.658306838 2.987891616 3.528197072 3.988984047 3.130044611 1.66663077 3.11905549 3.320229524 3.957235348 3.32323584 2.560130071 3.249649423 3.085344432 2.493329412 2.85862306 2.845293031 2.869318349 3.559243322 3.062264119 2.910141705 3.712808361 3.373027648 3.223863366 1.486569468 3.099529067 2.865765947 3.670664566 3.403278548 2.515678308 3.300743328 2.65089414 3.290470642 3.855452654 2.783825354 3.231361553 2.613768825 2.768028339 2.217843865 2.130835456 2.872926018 2.840539384 2.463853241 2.290006311 3.107412279 2.425908309 3.904494739 2.901976385 3.320981048
"532" "1997/1/14" 6.644908898 3.752440936 3.217262524 2.878147343 2.188385629 3.740641389 2.830851734 1.497119916 2.674148649 3.28302552 3.039648675 3.973823406 3.340374615 2.321161479 3.664450994 2.973614468 3.526360525 4.016383021 3.139559853 1.66663077 3.135494216 3.32323584 3.96081317 3.32773023 2.560130071 3.254486182 3.102342009 2.508256898 2.869318349 2.858519828 2.85862306 3.571983213 3.050755354 2.911839665 3.731699451 3.39702201 3.243568437 1.517870719 3.096708191 2.838715825 3.682640029 3.425889994 2.525728644 3.309180772 2.669828988 3.308778684 3.850147602 2.780525889 3.225847466 2.619313701 2.771181483 2.211017899 2.140066163 2.906075583 2.844182375 2.463853241 2.302585093 3.125628316 2.442347035 3.921973336 2.929977012 3.320981048
"533" "1997/1/15" 6.642747524 3.743604354 3.214915995 2.876385516 2.172043512 3.737669618 2.845792714 1.461517782 2.671994607 3.26885766 3.042501349 3.967930637 3.336157401 2.339399066 3.66138492 2.963983575 3.533686565 4.043051268 3.142262563 1.66663077 3.138207922 3.31266849 3.978512747 3.341093458 2.564949357 3.258096538 3.121814112 2.489562461 2.85862306 2.841654091 2.883403089 3.600067366 3.057673675 2.876385516 3.717374584 3.408116721 3.2604975 1.47590652 3.110733666 2.812788523 3.673671903 3.427920452 2.530716186 3.304972784 2.672713137 3.29966656 3.850147602 2.767236927 3.240124465 2.646557703 2.777451878 2.207581866 2.136388822 2.920464398 2.818398258 2.447767103 2.302585093 3.123817613 2.450461847 3.90197267 2.917630182 3.33220451
"534" "1997/1/16" 6.646065787 3.756830116 3.254046038 2.885152606 2.176432127 3.737669618 2.837281528 1.432103897 2.671994607 3.273602618 3.045345908 3.967930637 3.358112412 2.383584266 3.656764237 2.96720419 3.533686565 4.053956501 3.15833145 1.66663077 3.14361334 3.303522074 3.995904489 3.32773023 2.545531272 3.250858871 3.14361334 2.481985721 2.867540883 2.828200802 2.905873209 3.584562838 3.057673675 2.879024285 3.722676834 3.410873748 3.250858871 1.479465892 3.10514706 2.807141104 3.691528442 3.43196904 2.530716186 3.32584864 2.677020384 3.321172452 3.881563798 2.757157775 3.244477293 2.624820754 2.768028339 2.22123403 2.115881951 2.91329587 2.822122657 2.447767103 2.324219375 3.120195171 2.447767103 3.904494739 2.923822652 3.338878617
"535" "1997/1/17" 6.654371568 3.756830116 3.249521415 2.90416508 2.18514075 3.749504076 2.856326518 1.432103897 2.691243083 3.279500447 3.045345908 3.971470464 3.375537635 2.363209715 3.675115159 2.979983917 3.517126849 4.073291153 3.176748813 1.659199034 3.140914283 3.31872116 4.021997859 3.32773023 2.545531272 3.247222242 3.159656465 2.485781267 2.881650505 2.848918777 2.897292201 3.615332478 3.050755354 2.890804997 3.721165118 3.423177375 3.246004492 1.47590652 3.146305132 2.818398258 3.70617158 3.473518043 2.550421257 3.334081319 2.685579618 3.333418059 3.886705197 2.780525889 3.247727581 2.635751873 2.774318475 2.254570628 2.113999961 2.924032169 2.833213344 2.458519895 2.336377639 3.136398155 2.453157951 3.909519875 2.926901889 3.36729583
"536" "1997/1/20" 6.655054175 3.746558566 3.251788221 2.897292201 2.20234478 3.746558566 2.856326518 1.443241642 2.669828988 3.284195291 3.036787841 3.974997805 3.371466431 2.366141882 3.684163351 2.976804264 3.513409372 4.073291153 3.188416617 1.651711653 3.138207922 3.308105739 4.014128228 3.32323584 2.535678975 3.243568437 3.16758253 2.489562461 2.876385516 2.862098018 2.893837966 3.618360419 3.036768645 2.8990121 3.731699451 3.432641138 3.238678452 1.465128647 3.151667075 2.833213344 3.701800615 3.507807117 2.574518808 3.358373384 2.678449731 3.330091565 3.871201011 2.770580457 3.239031331 2.624820754 2.792954916 2.234702319 2.079441542 2.945159772 2.829530099 2.436897431 2.327277706 3.143514144 2.447767103 3.909519875 2.929977012 3.358637767
"537" "1997/1/21" 6.662775033 3.748032405 3.249521415 2.87109266 2.222404876 3.746558566 2.858422323 1.461517782 2.671994607 3.284195291 3.036787841 4.041954175 3.364298238 2.351375257 3.693132895 2.949363675 3.520830557 4.088074949 3.176748813 1.681330575 3.151667075 3.301991959 4.01863274 3.314186005 2.545531272 3.254486182 3.180654612 2.504545865 2.886893494 2.866852901 2.879900458 3.618360419 3.050755354 2.918192265 3.737669618 3.432641138 3.286534473 1.48301264 3.140914283 2.838715825 3.711968342 3.49839971 2.56974553 3.374244049 2.669828988 3.324528698 3.863357833 2.796897115 3.210238631 2.630297647 2.78678128 2.241369046 2.055725015 2.95900086 2.827680419 2.436897431 2.330316985 3.132821081 2.455838227 3.917010547 2.939135467 3.394927769
"538" "1997/1/22" 6.66724937 3.737669618 3.269724821 2.849624992 2.224483001 3.758288905 2.887289234 1.457893832 2.712208211 3.310772914 3.031041501 4.027581346 3.376556268 2.357309993 3.690151145 2.942795524 3.513409372 4.083873262 3.179357147 1.66663077 3.113515309 3.297380119 3.998200702 3.31872116 2.560130071 3.277144733 3.190990621 2.522956806 2.879900458 2.884465461 2.847812143 3.603139087 3.04611165 2.945259695 3.676300672 3.427245173 3.356461488 1.479465892 3.11905549 2.840539384 3.733412952 3.520830557 2.574518808 3.382089313 2.68841196 3.324528698 3.852803646 2.790379523 3.202343923 2.641169383 2.774318475 2.238046572 2.075533917 2.972652984 2.810907587 2.447767103 2.336377639 3.147057537 2.458519895 3.89436807 2.923822652 3.369448683
"539" "1997/1/23" 6.656160811 3.708988407 3.233520073 2.822122657 2.205534399 3.752440936 2.875021205 1.461517782 2.720472721 3.286534473 3.019443917 4.01186834 3.356039612 2.327277706 3.669036376 2.936183947 3.496507561 4.051784948 3.168895353 1.681330575 3.110733666 3.280283199 3.984343667 3.31872116 2.564949357 3.247222242 3.188416617 2.508256898 2.874620579 2.853730825 2.885147022 3.590792422 3.013012113 2.942795524 3.635940069 3.413619902 3.334434166 1.443241642 3.146305132 2.842365453 3.709074161 3.502173299 2.564949357 3.485884671 2.675582104 3.312173071 3.828641396 2.783825354 3.203473821 2.624820754 2.777451878 2.224623552 2.179716649 2.941666719 2.856826465 2.431417965 2.324219375 3.141739888 2.445056405 3.847484484 2.914516795 3.392829132
"540" "1997/1/24" 6.647065612 3.701301974 3.238117511 2.829530099 2.189472384 3.737669618 2.881174033 1.439550727 2.712208211 3.277144733 3.016524607 4.006196175 3.355003345 2.374905755 3.66751025 2.934521543 3.49839971 4.045241849 3.159656465 1.66663077 3.093879335 3.272416592 3.937934387 3.305053521 2.545531272 3.221372705 3.183248647 2.504545865 2.85862306 2.831888938 2.865765947 3.584562838 3.010606108 2.934521543 3.627668723 3.391426468 3.316456153 1.413277032 3.148989697 2.840539384 3.701800615 3.49839971 2.560130071 3.43902931 2.675582104 3.297376421 3.814961293 2.80013701 3.200076214 2.619313701 2.774318475 2.211017899 2.15285463 2.927581904 2.856826465 2.442347035 2.29631548 3.154098342 2.420368129 3.860729711 2.908266248 3.382269372
"541" "1997/1/27" 6.639901977 3.713572067 3.22193514 2.812788523 2.190546775 3.728700948 2.854232071 1.424625255 2.701783942 3.277144733 3.004761388 4.00391827 3.334038542 2.37198988 3.662917849 2.942795524 3.500288284 4.032025798 3.155667618 1.66663077 3.088197501 3.2739926 3.946424432 3.286534473 2.48490665 3.250858871 3.151667075 2.489562461 2.862200881 2.817054072 2.835046956 3.571983213 2.998488472 2.932025406 3.595598464 3.385802825 3.307344473 1.390186776 3.127308631 2.831376364 3.688574408 3.481240089 2.545531272 3.446384236 2.659678949 3.285842645 3.820455812 2.790379523 3.185207349 2.602600793 2.783677019 2.193740738 2.15828738 2.920464398 2.847812143 2.436897431 2.283657083 3.159346603 2.425908309 3.839452313 2.905128999 3.373740535
"542" "1997/1/28" 6.639901977 3.730201324 3.22193514 2.833213344 2.177520612 3.731699451 2.854232071 1.424625255 2.722531506 3.266476711 3.004761388 3.967930637 3.350847502 2.363209715 3.664450994 2.941144083 3.481240089 4.016383021 3.154337304 1.681330575 3.068052935 3.266076154 3.954843003 3.281850624 2.425908309 3.223863366 3.157000421 2.470511874 2.85862306 2.819537907 2.831370471 3.57829141 2.988682482 2.937838295 3.629328474 3.384390263 3.302757309 1.390186776 3.135494216 2.831376364 3.717731696 3.481240089 2.550421257 3.45731303 2.656756907 3.311042888 3.801091445 2.787107808 3.171289336 2.596962204 2.774318475 2.193740738 2.154664963 2.927581904 2.833213344 2.436897431 2.286831657 3.173212966 2.436897431 3.831355102 2.901976385 3.352094669
"543" "1997/1/29" 6.649632009 3.740641389 3.212567972 2.840539384 2.194855106 3.728700948 2.879125421 1.424625255 2.740840024 3.291196486 3.007715191 3.959621984 3.379595737 2.395045762 3.659847063 2.944438979 3.505932702 4.034240638 3.155667618 1.68861871 3.099529067 3.267665989 3.982015377 3.267665989 2.442347035 3.250858871 3.206297043 2.466657815 2.856826465 2.848918777 2.862200881 3.587682481 3.000923774 2.962366785 3.665961329 3.39702201 3.314186005 1.394064098 3.130044611 2.827686334 3.731996413 3.500288284 2.540617257 3.450038338 2.669828988 3.317667211 3.81220267 2.793640569 3.184056611 2.596962204 2.771181483 2.214431245 2.165481614 2.945159772 2.829530099 2.442347035 2.305700236 3.188585675 2.450461847 3.817712326 2.911399125 3.358637767
"544" "1997/1/30" 6.664625834 3.756830116 3.233520073 2.851428784 2.224483001 3.73468899 2.891349058 1.432103897 2.756840365 3.295836866 3.089796223 3.967930637 3.39665709 2.392197252 3.66138492 2.960752555 3.509678025 4.049608668 3.16758253 1.72419415 3.102342009 3.266076154 4.007333185 3.277144733 2.442347035 3.25929966 3.231298345 2.466657815 2.862200881 2.868035256 2.869318349 3.590792422 3.041451059 2.99651197 3.671542534 3.420454108 3.347708697 1.428371568 3.116289236 2.842365453 3.755790159 3.502173299 2.545531272 3.45731303 2.716349004 3.354217578 3.80666249 2.809800207 3.207988775 2.585596274 2.771181483 2.224623552 2.231357584 2.962428819 2.860416433 2.453157951 2.321161479 3.169765409 2.48490665 3.823191792 2.917630182 3.39702201
"545" "1997/1/31" 6.667160334 3.752440936 3.238117511 2.847812143 2.216111753 3.722676834 2.897402539 1.424625255 2.752864217 3.296995454 3.089796223 3.980849196 3.405571136 2.380702872 3.681157214 2.965597756 3.502173299 4.058285512 3.185835971 1.738094945 3.093879335 3.246813897 4.00391827 3.305053521 2.442347035 3.254486182 3.243568437 2.458904847 2.871086996 2.847713588 2.895563811 3.584562838 3.024960924 3.009699279 3.669153674 3.428595275 3.362976169 1.420840705 3.124565145 2.840539384 3.758552428 3.53186008 2.545531272 3.468123675 2.735451337 3.35638131 3.825920306 2.822538928 3.209116356 2.585596274 2.796024448 2.241369046 2.282066009 2.95900086 2.85862306 2.47443535 2.330316985 3.176648677 2.477059273 3.817712326 2.911399125 3.378014046
"546" "1997/2/3" 6.667885115 3.745082551 3.233520073 2.84600181 2.245125457 3.722676834 2.893367267 1.405631194 2.736799614 3.314186005 3.078868652 3.987825969 3.417336444 2.411995397 3.679649489 2.952631643 3.500288284 4.085976313 3.180654612 1.717179591 3.091042453 3.258096538 3.990140785 3.286534473 2.431417965 3.241126434 3.238678452 2.462788845 2.869318349 2.864478286 2.881650505 3.603139087 3.015417247 3.019663621 3.656322687 3.442019376 3.354280462 1.41706602 3.11905549 2.827686334 3.754407329 3.522677279 2.550421257 3.446384236 2.719102235 3.359618156 3.814961293 2.81618686 3.188659887 2.585596274 2.783677019 2.247991622 2.248002183 2.982768607 2.847812143 2.458519895 2.336377639 3.176648677 2.479684706 3.825920306 2.908266248 3.375879574
"547" "1997/2/4" 6.671095798 3.750973584 3.242693909 2.836883073 2.241028787 3.719651113 2.881174033 1.346461461 2.736799614 3.32661032 3.084347364 3.984343667 3.422198637 2.417582029 3.694620443 2.963983575 3.504054767 4.083873262 3.207564088 1.734642231 3.099529067 3.26289271 4.014128228 3.291196486 2.425908309 3.252070727 3.231298345 2.466657815 2.860410708 2.851330584 2.902448539 3.621376544 3.013012113 3.02499006 3.648218905 3.468335646 3.382269372 1.41706602 3.132773126 2.803360381 3.769528132 3.502173299 2.555287447 3.40906634 2.719102235 3.37353152 3.809436417 2.841344899 3.210238631 2.585596274 2.802141457 2.254570628 2.257849199 2.999410501 2.856826465 2.463853241 2.342401782 3.173212966 2.487503276 3.844814256 2.901976385 3.362976169
"548" "1997/2/5" 6.657086357 3.739156607 3.231215378 2.822122657 2.224483001 3.716616209 2.879125421 1.338285142 2.722531506 3.31759111 3.084347364 3.969111972 3.40655633 2.40356101 3.68266267 2.965597756 3.49080954 4.064744092 3.203762187 1.741535778 3.096708191 3.254887549 3.998200702 3.272416592 2.431417965 3.247222242 3.223863366 2.462788845 2.860410708 2.842866601 2.872858175 3.612298041 2.988682482 2.978397898 3.615972683 3.455265656 3.356461488 1.397951156 3.124565145 2.795755782 3.750242627 3.485078866 2.550421257 3.378174375 2.692652259 3.367133748 3.803880847 2.806585478 3.17711172 2.574107295 2.814264352 2.251291799 2.228001623 2.972652984 2.860416433 2.447767103 2.351375257 3.174932297 2.47443535 3.823191792 2.89881931 3.345508476
"549" "1997/2/6" 6.659486209 3.736180415 3.240410285 2.814659936 2.238984798 3.704383641 2.895386939 1.386294361 2.714284063 3.32548556 3.111303977 3.974997805 3.407540554 2.397895273 3.669036376 2.96720419 3.486992742 4.056123349 3.215120784 1.755181926 3.0824832 3.26289271 4.023117053 3.272416592 2.436897431 3.237454174 3.218875825 2.458904847 2.851428784 2.852531425 2.855032391 3.593892722 2.998488472 2.951811733 3.597312261 3.455265656 3.382269372 1.424601195 3.113515309 2.793848621 3.773611151 3.463780868 2.545531272 3.393739642 2.70526633 3.390392552 3.792676248 2.80013701 3.167776196 2.568305259 2.835129155 2.247991622 2.257849199 2.996102205 2.85862306 2.469158293 2.37198988 3.191969063 2.479684706 3.820455812 2.879647795 3.345508476
"550" "1997/2/7" 6.671475828 3.742123969 3.256302622 2.827686334 2.234862842 3.722676834 2.948394304 1.374500081 2.756840365 3.346610952 3.111303977 4.002777369 3.405571136 2.466505041 3.684163351 2.989462661 3.49271249 4.064744092 3.250858871 1.758564564 3.088197501 3.272416592 4.028694312 3.286534473 2.436897431 3.228826156 3.238678452 2.462788845 2.862200881 2.862098018 2.840539384 3.618360419 3.010606108 2.972816706 3.615972683 3.485078866 3.39702201 1.424601195 3.121814112 2.797665407 3.789785313 3.486992742 2.535678975 3.389870137 2.727310198 3.412097756 3.809436417 2.81618686 3.147646168 2.579868284 2.835129155 2.261106633 2.29631548 3.031880965 2.878141719 2.479684706 2.380702872 3.205389289 2.500410836 3.828641396 2.876419318 3.343303403
"551" "1997/2/10" 6.666231339 3.731699451 3.263034327 2.812788523 2.227613671 3.731699451 2.94264263 1.362590634 2.736799614 3.334434166 3.127133274 3.982015377 3.393665757 2.442347035 3.704966855 2.984737047 3.48316132 4.064744092 3.244785258 1.765295706 3.068052935 3.2739926 3.988984047 3.267665989 2.447767103 3.220127042 3.233764437 2.455005706 2.849619205 2.851330584 2.79956531 3.624383599 2.956138691 2.941967507 3.574800487 3.481240089 3.394927769 1.413277032 3.135494216 2.823982637 3.777679855 3.522677279 2.525728644 3.389870137 2.710826344 3.415159457 3.828641396 2.819370919 3.112341287 2.585596274 2.849769647 2.277267285 2.269224774 3.028678536 2.876385516 2.505525937 2.360259485 3.213690404 2.502967565 3.834061464 2.882871479 3.343303403
"552" "1997/2/11" 6.671513823 3.739156607 3.265270742 2.814659936 2.23175482 3.73468899 2.972944595 1.36657623 2.736799614 3.344408311 3.124512397 3.980849196 3.415386242 2.450461847 3.697586438 2.984737047 3.517126849 4.08176578 3.248434627 1.768644362 3.070955695 3.272416592 4.010736478 3.281850624 2.447767103 3.234997175 3.238678452 2.462788845 2.85862306 2.858519828 2.838709975 3.621376544 2.988682482 2.942795524 3.592162035 3.49271249 3.401197382 1.405631194 3.130044611 2.849624992 3.784423697 3.533686565 2.525728644 3.397594231 2.720472721 3.425301203 3.809436417 2.803366441 3.148839552 2.585596274 2.864198884 2.283657083 2.26436388 3.044579579 2.917770732 2.505525937 2.357309993 3.205389289 2.502967565 3.836760521 2.89881931 3.33220451
"553" "1997/2/12" 6.688068247 3.764102875 3.280775868 2.818398258 2.237950567 3.731699451 2.978525075 1.370546004 2.754857448 3.360809321 3.121884633 4.00391827 3.445207887 2.450461847 3.713752538 2.989462661 3.542769279 4.098502572 3.279500447 1.765295706 3.096708191 3.291196486 4.02087741 3.286534473 2.458519895 3.248434627 3.231298345 2.478175714 2.865765947 2.87040145 2.855032391 3.618360419 2.988682482 2.97521319 3.590439381 3.502799845 3.415675401 1.420840705 3.138207922 2.840539384 3.814868726 3.573047639 2.545531272 3.389870137 2.747540109 3.443301754 3.823191792 2.822538928 3.161899042 2.591299133 2.867063326 2.283657083 2.308815643 3.060227044 2.95099638 2.525728644 2.389331435 3.226828121 2.520716102 3.836760521 2.908266248 3.341093458
"554" "1997/2/13" 6.699278641 3.764102875 3.30894685 2.827686334 2.26735162 3.73468899 2.993259218 1.394088905 2.754857448 3.382269372 3.132358871 3.999346834 3.464919945 2.458519895 3.723903875 3.034053544 3.539146087 4.110873864 3.293519368 1.771998841 3.096708191 3.288092138 4.027581346 3.305053521 2.458519895 3.258096538 3.2604975 2.478175714 2.867540883 2.883302384 2.869318349 3.609254368 2.986217148 2.976804264 3.599876094 3.515269838 3.429946795 1.424601195 3.146305132 2.874626223 3.853236443 3.634291264 2.560130071 3.378174375 2.772588722 3.449231705 3.836760521 2.809800207 3.171289336 2.602600793 2.858451002 2.290006311 2.311921374 3.081735643 2.95099638 2.520716102 2.389331435 3.236566419 2.552853419 3.852803646 2.908266248 3.334434166
"555" "1997/2/14" 6.695155942 3.749504076 3.304660783 2.851428784 2.270340788 3.737669618 2.9895985 1.405631194 2.744864174 3.399111875 3.121884633 3.986666548 3.465848396 2.453157951 3.729659048 2.992602381 3.53186008 4.104707349 3.26289271 1.781944796 3.085344432 3.291196486 4.00391827 3.286534473 2.458519895 3.256895817 3.265282198 2.478175714 2.865765947 2.875111465 2.85862306 3.633353531 2.981268171 2.960752555 3.590439381 3.523907518 3.423855406 1.432103897 3.151667075 2.855032391 3.830392037 3.622672876 2.564949357 3.389870137 2.777781467 3.433341835 3.839452313 2.819370919 3.17011826 2.596962204 2.841012265 2.277267285 2.318094203 3.075638049 2.944438979 2.510615006 2.383584266 3.246214689 2.550421257 3.858094663 2.945196587 3.33220451
